지수명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
코스피 (외국주포함),,,,,,,428192.0,11356784.0,2247688502.0
코스피,2756.52,18.95,0.69,2756.42,2779.4,2752.27,427784.0,11433595.0,2246641206.0
코스피 200,374.39,3.66,0.99,373.77,377.83,373.18,125736.0,8400160.0,1962241892.0
코스피 100,2834.17,26.86,0.96,2829.47,2862.22,2825.48,93500.0,7426119.0,1795627893.0
코스피 50,2605.37,23.11,0.89,2602.24,2635.45,2598.07,66876.0,6301637.0,1547124317.0
코스피 200 중소형주,1254.92,8.76,0.7,1254.4,1260.12,1249.34,32237.0,974040.0,166613999.0
코스피 200 초대형제외 지수,265.54,1.39,0.53,265.35,268.6,265.19,97811.0,6174162.0,1485853245.0
코스피200제외 코스피지수,3401.32,24.15,0.72,3387.7,3408.02,3379.69,294661.0,2746512.0,207378368.0
코스피 200 커뮤니케이션서비스,1807.51,37.02,2.09,1778.83,1810.27,1773.57,4775.0,395410.0,114066777.0
코스피 200 건설,318.42,1.12,0.35,318.89,320.09,317.61,3850.0,127074.0,50167349.0
코스피 200 중공업,371.98,2.94,0.8,372.37,373.31,367.42,17395.0,434188.0,73502051.0
코스피 200 철강/소재,856.59,-1.84,-0.21,865.65,871.32,854.96,2271.0,242456.0,59285630.0
코스피 200 에너지/화학,1353.85,-0.87,-0.06,1359.93,1372.95,1351.44,5728.0,506418.0,128543375.0
코스피 200 정보기술,3537.76,32.89,0.94,3544.84,3595.38,3532.22,40355.0,4020737.0,723022293.0
코스피 200 금융,826.98,-5.9,-0.71,828.78,844.67,825.82,17053.0,591927.0,211122001.0
코스피 200 생활소비재,800.44,2.42,0.3,802.49,805.15,797.27,5024.0,258476.0,79499228.0
코스피 200 경기소비재,1721.26,28.43,1.68,1697.82,1732.38,1695.68,8716.0,606070.0,172469591.0
코스피 200 산업재,646.96,1.57,0.24,650.03,653.63,645.75,12383.0,774545.0,212767189.0
코스피 200 헬스케어,1950.85,-23.82,-1.21,1980.26,1981.8,1945.84,8185.0,442859.0,137796409.0
음식료품,3403.44,25.13,0.74,3388.56,3412.15,3379.22,3858.0,101857.0,23947094.0
섬유의복,262.98,4.17,1.61,259.76,263.63,259.57,1556.0,18736.0,6276941.0
종이목재,307.13,-1.56,-0.51,308.39,310.25,306.38,10564.0,22637.0,2731575.0
화학,4680.6,-11.64,-0.25,4709.48,4747.34,4673.09,18484.0,836527.0,158238823.0
의약품,14319.87,-156.5,-1.08,14513.1,14564.02,14296.03,48430.0,597533.0,134552125.0
비금속광물,4122.01,19.54,0.48,4103.64,4123.61,4103.64,1828.0,12439.0,9161830.0
철강금속,5451.38,-18.05,-0.33,5488.3,5522.29,5439.16,42117.0,394764.0,66061675.0
기계,1324.74,37.98,2.95,1298.35,1331.97,1290.39,50151.0,1183062.0,52294360.0
전기전자,29074.26,382.67,1.33,29082.91,29373.3,28999.27,66923.0,4905769.0,912752021.0
의료정밀,1749.9,1.42,0.08,1758.75,1769.92,1732.23,2983.0,31211.0,4767400.0
운수장비,2551.81,36.27,1.44,2528.04,2567.17,2526.91,22657.0,991187.0,195750624.0
유통업,386.6,1.63,0.42,386.5,388.06,385.3,27319.0,254904.0,73252210.0
전기가스업,708.37,-8.67,-1.21,720.82,726.7,701.05,3109.0,68291.0,18675953.0
건설업,69.83,-0.35,-0.5,70.33,70.47,69.66,9953.0,54211.0,13866048.0
운수창고업,1527.39,-0.69,-0.05,1533.68,1540.19,1525.75,7432.0,87079.0,40498098.0
통신업,407.14,6.62,1.65,402.73,409.12,402.6,2448.0,55713.0,26542314.0
금융업,460.49,-1.67,-0.36,460.95,467.0,459.89,33458.0,941550.0,324896165.0
증권,2121.32,-1.02,-0.05,2131.44,2137.59,2118.99,6960.0,55696.0,23780907.0
보험,20847.86,-395.24,-1.86,20961.7,21325.11,20797.08,5129.0,156750.0,53025169.0
서비스업,1118.28,12.38,1.12,1110.69,1121.73,1108.38,54080.0,679262.0,166120871.0
제조업,7308.42,66.77,0.92,7310.59,7369.26,7294.46,278339.0,9130618.0,1581596665.0
코스피 대형주,2767.57,21.78,0.79,2766.44,2793.08,2762.96,103425.0,8521377.0,1826509978.0
코스피 중형주,2884.65,8.19,0.28,2890.57,2898.05,2878.73,63066.0,1511332.0,249318390.0
코스피 소형주,2357.57,-2.88,-0.12,2360.32,2363.26,2355.25,253657.0,1051958.0,90904305.0
코스피 200 비중상한 30%,373.74,3.61,0.98,373.12,377.17,372.55,125736.0,8400160.0,1962241892.0
코스피 200 비중상한 25%,368.74,3.28,0.9,368.19,372.28,367.69,125736.0,8400160.0,1962241892.0
코스피 200 비중상한 20%,356.93,2.91,0.82,356.45,360.49,356.02,125736.0,8400160.0,1962241892.0
코스피 200 TOP 10,1376.45,3.33,0.24,1379.88,1394.98,1374.11,38888.0,4579338.0,986877599.0
