지수명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
코스피 (외국주포함),,,,,,,473356.0,10960563.0,2246323042.0
코스피,2754.69,-2.4,-0.09,2745.0,2762.03,2745.0,492258.0,11935648.0,2245297464.0
코스피 200,374.0,-0.6,-0.16,372.58,375.33,372.48,121822.0,7389386.0,1960068255.0
코스피 100,2830.08,-5.92,-0.21,2820.6,2841.64,2820.6,86849.0,6292307.0,1792902474.0
코스피 50,2602.3,-4.73,-0.18,2592.57,2616.45,2592.57,55359.0,5202551.0,1545783366.0
코스피 200 중소형주,1258.78,4.87,0.39,1248.12,1260.74,1247.73,34973.0,1097079.0,167165781.0
코스피 200 초대형제외 지수,265.14,-0.47,-0.18,264.28,266.36,264.28,105345.0,6077763.0,1483679608.0
코스피200제외 코스피지수,3413.03,11.69,0.34,3399.87,3418.28,3399.69,335569.0,3368811.0,208093725.0
코스피 200 커뮤니케이션서비스,1823.28,15.13,0.84,1799.66,1832.35,1799.15,4406.0,513003.0,115143785.0
코스피 200 건설,318.94,0.86,0.27,316.9,319.33,316.33,3346.0,117211.0,49920893.0
코스피 200 중공업,370.54,-1.13,-0.3,367.85,371.36,365.43,23352.0,575335.0,72970565.0
코스피 200 철강/소재,856.38,1.06,0.12,856.35,861.83,851.5,2036.0,229097.0,59251372.0
코스피 200 에너지/화학,1343.94,-8.98,-0.66,1346.06,1354.7,1340.8,4309.0,425054.0,127439730.0
코스피 200 정보기술,3575.31,33.7,0.95,3534.1,3590.04,3534.1,28461.0,2828400.0,727293097.0
코스피 200 금융,797.51,-29.25,-3.54,814.1,819.38,796.23,24451.0,802622.0,203936081.0
코스피 200 생활소비재,805.59,4.28,0.53,795.95,807.57,794.82,3368.0,206249.0,79927453.0
코스피 200 경기소비재,1724.89,4.43,0.26,1716.08,1737.23,1712.49,10114.0,581110.0,172929380.0
코스피 200 산업재,652.72,5.95,0.92,649.31,654.1,647.31,12714.0,780554.0,213630030.0
코스피 200 헬스케어,1939.61,-10.71,-0.55,1946.16,1955.74,1915.22,5265.0,330750.0,137625869.0
음식료품,3411.7,4.24,0.12,3393.4,3415.17,3389.15,4234.0,69878.0,24001498.0
섬유의복,263.97,1.13,0.43,261.57,264.48,261.33,1611.0,14485.0,6300034.0
종이목재,304.02,-3.41,-1.11,307.06,307.55,302.91,11341.0,23161.0,2703825.0
화학,4669.82,-7.75,-0.17,4649.03,4682.78,4648.86,17405.0,934480.0,157849357.0
의약품,14279.88,-36.77,-0.26,14262.03,14325.62,14133.62,21616.0,405378.0,134170296.0
비금속광물,4111.71,-7.95,-0.19,4116.0,4126.77,4108.56,2302.0,17002.0,9139250.0
철강금속,5448.56,3.56,0.07,5452.34,5489.42,5428.24,18576.0,281773.0,66027537.0
기계,1347.88,23.08,1.74,1320.09,1351.39,1317.53,54527.0,917023.0,53208309.0
전기전자,29241.79,140.37,0.48,28995.84,29314.55,28995.84,89739.0,4424174.0,917700692.0
의료정밀,1788.07,43.19,2.48,1740.54,1793.05,1739.61,5190.0,82368.0,4871379.0
운수장비,2546.11,-3.27,-0.13,2550.72,2561.38,2529.76,27376.0,937964.0,195503219.0
유통업,383.73,-2.77,-0.72,384.69,386.67,382.53,22354.0,250812.0,72708178.0
전기가스업,711.26,1.91,0.27,707.92,713.11,701.35,1635.0,36156.0,18752234.0
건설업,70.17,0.4,0.57,69.68,70.37,69.57,7814.0,41675.0,13933474.0
운수창고업,1543.58,14.32,0.94,1529.3,1554.91,1529.3,95130.0,341563.0,40925681.0
통신업,407.07,-0.54,-0.13,403.87,408.18,403.87,1718.0,40778.0,26537685.0
금융업,449.54,-10.81,-2.35,455.13,457.48,449.04,47823.0,1298058.0,317243255.0
증권,2078.69,-43.88,-2.07,2101.75,2114.59,2074.05,6854.0,71464.0,23310979.0
보험,20288.56,-562.82,-2.7,20634.19,20809.4,20212.97,8930.0,163038.0,51605775.0
서비스업,1126.7,8.55,0.76,1115.17,1129.92,1115.17,35360.0,793698.0,167373089.0
제조업,7332.19,21.47,0.29,7287.5,7339.48,7287.5,256547.0,8128760.0,1586646799.0
코스피 대형주,2763.91,-4.55,-0.16,2754.93,2772.87,2754.93,94060.0,7033790.0,1824093623.0
코스피 중형주,2898.66,16.11,0.56,2877.18,2901.74,2877.18,165808.0,2444182.0,250515758.0
코스피 소형주,2349.14,-9.67,-0.41,2359.15,2360.81,2345.99,196550.0,1028637.0,90580482.0
코스피 200 비중상한 30%,373.34,-0.6,-0.16,371.93,374.68,371.84,121822.0,7389386.0,1960068255.0
코스피 200 비중상한 25%,368.32,-0.61,-0.17,366.96,369.71,366.9,121822.0,7389386.0,1960068255.0
코스피 200 비중상한 20%,356.5,-0.6,-0.17,355.21,357.9,355.18,121822.0,7389386.0,1960068255.0
코스피 200 TOP 10,1383.2,7.43,0.54,1375.88,1389.54,1375.68,25616.0,3299098.0,991384362.0
