지수명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
코스피 (외국주포함),,,,,,,549002.0,11381263.0,2210577311.0
코스피,2714.57,21.0,0.78,2698.37,2717.63,2696.31,549537.0,11480142.0,2209537127.0
코스피 200,366.19,3.15,0.87,363.85,366.6,363.5,219259.0,8745915.0,1922764149.0
코스피 100,2778.06,24.3,0.88,2759.24,2780.98,2756.82,164379.0,7374528.0,1760374533.0
코스피 50,2559.6,17.73,0.7,2545.7,2562.81,2542.71,80411.0,5706547.0,1518452152.0
코스피 200 중소형주,1233.82,14.72,1.21,1224.03,1235.07,1223.24,54880.0,1371387.0,162389616.0
코스피 200 초대형제외 지수,265.51,3.22,1.23,262.68,265.66,262.45,203616.0,7585780.0,1480403262.0
코스피200제외 코스피지수,3350.36,7.04,0.21,3344.33,3353.52,3338.52,319379.0,2484942.0,212112163.0
코스피 200 커뮤니케이션서비스,1781.58,8.53,0.48,1784.01,1797.23,1764.46,5800.0,478689.0,112205178.0
코스피 200 건설,330.68,6.33,1.95,326.09,331.58,324.46,6806.0,226439.0,52736891.0
코스피 200 중공업,362.92,20.59,6.01,344.27,365.44,344.24,88537.0,1418999.0,71280645.0
코스피 200 철강/소재,863.26,3.61,0.42,866.21,871.98,861.1,2538.0,259956.0,60534398.0
코스피 200 에너지/화학,1354.23,26.03,1.96,1331.87,1357.43,1330.75,6703.0,660748.0,128385345.0
코스피 200 정보기술,3397.11,-13.22,-0.39,3413.7,3428.37,3379.66,24040.0,2270848.0,668056905.0
코스피 200 금융,851.71,24.98,3.02,826.51,853.11,823.53,32166.0,960924.0,217315738.0
코스피 200 생활소비재,805.0,14.91,1.89,792.94,806.53,791.89,8298.0,339904.0,80153492.0
코스피 200 경기소비재,1792.09,41.73,2.38,1750.3,1792.63,1746.53,8588.0,802931.0,181570889.0
코스피 200 산업재,646.42,-2.71,-0.42,650.69,654.7,642.84,33456.0,1100210.0,214710735.0
코스피 200 헬스케어,1902.23,2.95,0.16,1904.02,1910.75,1886.75,2327.0,226267.0,135813934.0
음식료품,3329.89,17.37,0.52,3317.77,3333.1,3313.77,3149.0,70532.0,23422871.0
섬유의복,254.32,0.74,0.29,254.6,256.29,253.72,1256.0,9057.0,6066693.0
종이목재,298.86,-0.1,-0.03,298.86,299.26,297.9,1974.0,5937.0,2658339.0
화학,4632.88,40.19,0.88,4600.48,4636.22,4599.49,20889.0,1041723.0,156609552.0
의약품,14057.1,62.07,0.44,14015.91,14092.84,13956.86,8369.0,226832.0,132052920.0
비금속광물,4102.83,20.6,0.5,4085.79,4105.01,4075.96,2405.0,17245.0,9139880.0
철강금속,5544.92,-8.33,-0.15,5562.36,5599.5,5538.42,73937.0,508051.0,67195426.0
기계,1302.66,20.22,1.58,1289.45,1310.72,1288.45,52036.0,930635.0,51289805.0
전기전자,27496.12,-151.34,-0.55,27670.43,27711.77,27400.84,93019.0,3408713.0,861840201.0
의료정밀,1738.42,-28.84,-1.63,1759.84,1761.72,1722.39,3103.0,49916.0,4736123.0
운수장비,2632.69,87.52,3.44,2548.43,2634.45,2545.67,83478.0,1754537.0,202129998.0
유통업,403.95,4.76,1.19,400.11,404.23,396.99,25334.0,333591.0,76640813.0
전기가스업,789.67,29.85,3.93,763.56,798.86,761.9,6446.0,162765.0,20819470.0
건설업,71.11,1.1,1.57,70.08,71.33,69.99,15811.0,90352.0,14118640.0
운수창고업,1581.82,15.21,0.97,1571.77,1585.32,1563.53,15536.0,140530.0,41938109.0
통신업,407.07,6.76,1.69,406.46,410.4,403.62,3187.0,87013.0,26537346.0
금융업,468.47,12.48,2.74,456.93,468.86,456.4,80401.0,1685560.0,330438011.0
증권,2170.74,38.82,1.82,2138.27,2172.47,2118.61,10325.0,110604.0,24427278.0
보험,21482.92,727.6,3.51,20863.37,21557.64,20602.35,8461.0,208737.0,54652658.0
서비스업,1113.83,1.92,0.17,1114.83,1118.3,1105.47,46668.0,810069.0,165449821.0
제조업,7090.89,23.31,0.33,7076.6,7104.27,7064.07,346417.0,8054333.0,1532484826.0
코스피 대형주,2721.91,22.08,0.82,2705.0,2725.58,2702.42,167978.0,7628651.0,1769490373.0
코스피 중형주,2864.99,25.25,0.89,2846.62,2865.51,2844.04,116329.0,1908154.0,240310297.0
코스피 소형주,2320.77,8.18,0.35,2314.69,2320.77,2311.46,248520.0,1118133.0,90182685.0
코스피 200 비중상한 30%,365.79,3.19,0.88,363.4,366.19,363.06,219259.0,8745915.0,1922764149.0
코스피 200 비중상한 25%,362.21,3.37,0.94,359.59,362.57,359.26,219259.0,8745915.0,1922764149.0
코스피 200 비중상한 20%,351.87,3.47,1.0,349.08,352.18,348.76,219259.0,8745915.0,1922764149.0
코스피 200 TOP 10,1379.41,-1.55,-0.11,1378.7,1383.33,1372.51,23562.0,2970972.0,951092083.0
