지수명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
코스피 (외국주포함),,,,,,,389972.0,9448688.0,2183694627.0
코스피,2681.81,21.97,0.83,2673.47,2686.14,2659.72,384919.0,9316460.0,2182674271.0
코스피 200,361.11,2.77,0.77,359.95,362.0,357.88,118541.0,7052606.0,1899495939.0
코스피 100,2740.13,22.34,0.82,2730.4,2746.87,2716.28,88287.0,6199431.0,1739753505.0
코스피 50,2527.27,24.97,1.0,2514.46,2533.7,2503.05,57767.0,5183230.0,1503358612.0
코스피 200 중소형주,1211.31,-1.3,-0.11,1218.72,1218.89,1202.87,30254.0,853175.0,159742434.0
코스피 200 초대형제외 지수,261.5,1.51,0.58,261.63,262.26,259.76,105630.0,6113596.0,1461910878.0
코스피200제외 코스피지수,3312.36,8.97,0.27,3311.29,3315.13,3299.59,266575.0,2261779.0,209680749.0
코스피 200 커뮤니케이션서비스,1779.98,10.66,0.6,1778.91,1789.01,1769.59,4827.0,345240.0,112541692.0
코스피 200 건설,326.32,-2.31,-0.7,330.4,330.41,324.42,10894.0,184097.0,51407224.0
코스피 200 중공업,337.7,0.55,0.16,339.77,339.77,332.29,20428.0,392614.0,66240894.0
코스피 200 철강/소재,872.77,12.08,1.4,870.37,875.42,858.55,3014.0,326653.0,61264187.0
코스피 200 에너지/화학,1334.1,10.24,0.77,1336.25,1337.06,1328.35,5759.0,593187.0,126647755.0
코스피 200 정보기술,3405.76,64.44,1.93,3363.62,3413.34,3354.06,20527.0,2316620.0,665815053.0
코스피 200 금융,802.94,0.32,0.04,806.24,816.78,798.05,21056.0,676044.0,205403944.0
코스피 200 생활소비재,791.46,-2.96,-0.37,798.37,798.51,786.42,4045.0,200105.0,78831028.0
코스피 200 경기소비재,1740.36,-5.67,-0.32,1752.22,1756.94,1731.71,7080.0,583717.0,176228129.0
코스피 200 산업재,650.76,8.62,1.34,648.87,651.16,641.37,17909.0,1160841.0,218409275.0
코스피 200 헬스케어,1917.71,5.51,0.29,1911.22,1930.3,1897.44,3002.0,273489.0,136706758.0
음식료품,3339.62,-0.48,-0.01,3351.14,3352.6,3324.45,4387.0,48482.0,23489427.0
섬유의복,254.28,-0.18,-0.07,256.05,257.03,251.87,1640.0,11542.0,6063770.0
종이목재,297.44,-0.71,-0.24,298.54,299.06,296.02,1731.0,5718.0,2646045.0
화학,4613.8,56.7,1.24,4601.95,4621.23,4577.93,45417.0,1568949.0,155956123.0
의약품,14175.39,128.32,0.91,14088.1,14194.15,13996.63,16915.0,287535.0,133150722.0
비금속광물,4072.39,5.73,0.14,4072.17,4076.89,4059.93,6943.0,48919.0,9072334.0
철강금속,5591.83,101.49,1.85,5552.32,5605.29,5500.5,12421.0,378349.0,67763745.0
기계,1257.86,-4.97,-0.39,1268.87,1270.41,1246.69,63090.0,582211.0,49525927.0
전기전자,27522.9,516.27,1.91,27135.55,27550.7,27044.49,56158.0,3181111.0,862247980.0
의료정밀,1763.16,-13.16,-0.74,1772.48,1779.93,1744.67,3219.0,59504.0,4803524.0
운수장비,2527.14,-14.87,-0.58,2549.99,2554.26,2510.26,19916.0,895626.0,193943558.0
유통업,396.61,1.61,0.41,397.86,399.08,393.73,26176.0,469615.0,75245893.0
전기가스업,754.1,-8.93,-1.17,764.05,765.31,741.61,2179.0,54666.0,19881562.0
건설업,70.09,-0.6,-0.85,70.93,70.95,69.75,7204.0,60427.0,13916168.0
운수창고업,1577.02,-6.67,-0.42,1587.57,1589.13,1568.64,10690.0,101572.0,41769911.0
통신업,398.93,-0.34,-0.09,401.19,401.52,396.67,2657.0,56755.0,26006816.0
금융업,446.97,-2.01,-0.45,451.29,452.65,446.0,48663.0,1022681.0,315341647.0
증권,2056.55,2.66,0.13,2074.41,2080.28,2049.77,21196.0,132822.0,23190208.0
보험,20462.95,-638.94,-3.03,21170.62,21170.62,20349.06,5428.0,150308.0,52086212.0
서비스업,1115.77,4.47,0.4,1116.98,1121.55,1111.49,55685.0,585820.0,165763969.0
제조업,7052.6,88.52,1.27,7000.1,7059.58,6970.16,233641.0,7086903.0,1523653007.0
코스피 대형주,2689.15,26.0,0.98,2677.31,2694.64,2663.36,87075.0,6345370.0,1748221528.0
코스피 중형주,2826.14,-1.25,-0.04,2840.85,2841.02,2809.18,79434.0,1472288.0,237101700.0
코스피 소형주,2303.76,-1.02,-0.04,2307.43,2308.6,2296.52,215225.0,1141215.0,89508897.0
코스피 200 비중상한 30%,360.71,2.75,0.77,359.58,361.6,357.59,118541.0,7052606.0,1899495939.0
코스피 200 비중상한 25%,357.1,2.61,0.74,356.2,358.01,354.13,118541.0,7052606.0,1899495939.0
코스피 200 비중상한 20%,346.83,2.42,0.7,346.17,347.74,344.07,118541.0,7052606.0,1899495939.0
코스피 200 TOP 10,1381.37,27.37,2.02,1365.34,1384.44,1360.93,21516.0,3183503.0,950341888.0
