지수명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
코스피 (외국주포함),,,,,,,798875.0,13300497.0,2239884411.0
코스피,2749.61,59.47,2.21,2731.18,2755.45,2724.25,797652.0,13321649.0,2238842254.0
코스피 200,372.91,9.59,2.64,369.97,373.82,368.82,146409.0,10110597.0,1957421515.0
코스피 100,2823.54,74.1,2.7,2801.18,2830.48,2792.86,113413.0,8999808.0,1791248675.0
코스피 50,2599.45,71.96,2.85,2577.67,2606.95,2570.31,87234.0,8088962.0,1546712857.0
코스피 200 중소형주,1250.54,22.56,1.84,1237.06,1253.44,1237.06,32996.0,1110789.0,166172840.0
코스피 200 초대형제외 지수,265.05,6.57,2.54,262.34,266.0,261.87,104179.0,6786164.0,1485211715.0
코스피200제외 코스피지수,3364.98,19.09,0.57,3365.16,3369.68,3354.27,640607.0,2831215.0,205010425.0
코스피 200 커뮤니케이션서비스,1754.78,18.67,1.08,1755.4,1764.63,1743.07,4793.0,383363.0,110532737.0
코스피 200 건설,325.31,6.39,2.0,322.66,325.56,322.13,4223.0,165592.0,51213207.0
코스피 200 중공업,373.09,5.02,1.36,370.77,374.64,366.71,20225.0,473004.0,73945727.0
코스피 200 철강/소재,861.14,14.33,1.69,855.57,864.83,855.28,2393.0,298141.0,59310576.0
코스피 200 에너지/화학,1355.17,13.94,1.04,1355.41,1360.55,1348.5,5262.0,482466.0,128296652.0
코스피 200 정보기술,3492.94,128.16,3.81,3443.61,3501.07,3436.55,58085.0,5454210.0,712413267.0
코스피 200 금융,846.22,25.94,3.16,828.31,850.65,826.13,21240.0,691563.0,215149500.0
코스피 200 생활소비재,795.78,9.77,1.24,790.14,800.4,788.85,5355.0,325734.0,79152594.0
코스피 200 경기소비재,1735.69,38.51,2.27,1723.83,1749.01,1720.18,10307.0,916311.0,174590718.0
코스피 200 산업재,643.93,7.64,1.2,642.14,645.2,638.07,11418.0,630998.0,214127967.0
코스피 200 헬스케어,1932.17,28.21,1.48,1917.11,1932.98,1906.09,3108.0,289215.0,138688569.0
음식료품,3329.41,-3.28,-0.1,3333.18,3345.46,3317.39,4536.0,91196.0,23425810.0
섬유의복,256.84,1.69,0.66,256.25,257.68,255.34,2029.0,18378.0,6128885.0
종이목재,310.59,3.55,1.16,310.05,313.92,309.68,113414.0,228116.0,2762384.0
화학,4635.79,36.55,0.79,4638.19,4655.26,4621.88,43748.0,1056673.0,156703825.0
의약품,14380.1,130.01,0.91,14334.19,14398.55,14143.21,143643.0,511923.0,135086297.0
비금속광물,4092.69,1.88,0.05,4100.66,4104.13,4085.84,1652.0,11714.0,9096805.0
철강금속,5441.74,46.12,0.85,5458.57,5484.52,5432.79,23503.0,363829.0,65945111.0
기계,1297.85,11.72,0.91,1299.56,1305.24,1287.02,136017.0,708919.0,51214525.0
전기전자,28799.13,883.57,3.17,28594.46,28865.05,28419.76,94338.0,6391963.0,902096375.0
의료정밀,1741.16,23.83,1.39,1739.33,1767.36,1737.7,3770.0,87477.0,4743571.0
운수장비,2573.06,50.81,2.01,2560.55,2590.17,2546.12,27198.0,1188270.0,197630842.0
유통업,391.03,8.36,2.18,387.37,391.03,386.67,31377.0,333125.0,74093637.0
전기가스업,728.71,14.95,2.09,721.09,737.47,719.42,3112.0,72157.0,19212329.0
건설업,71.29,0.79,1.12,71.07,71.66,71.0,12285.0,66800.0,14153607.0
운수창고업,1550.22,11.81,0.77,1545.89,1552.55,1536.5,9908.0,163505.0,41101172.0
통신업,401.17,4.59,1.16,400.41,404.41,398.48,2203.0,54196.0,26152885.0
금융업,467.67,13.09,2.88,458.61,469.3,458.52,44291.0,1227928.0,329872404.0
증권,2153.63,37.05,1.75,2136.38,2156.61,2131.33,10869.0,82157.0,24143925.0
보험,21474.6,801.52,3.88,20671.29,21531.24,20671.29,6252.0,196257.0,54634672.0
서비스업,1099.63,10.09,0.93,1099.96,1104.08,1094.21,93365.0,680433.0,163358021.0
제조업,7262.61,161.87,2.28,7228.02,7277.21,7198.24,597448.0,10688428.0,1569789951.0
코스피 대형주,2758.77,65.18,2.42,2739.78,2764.9,2730.52,117195.0,9342553.0,1819117083.0
코스피 중형주,2892.23,36.88,1.29,2873.7,2898.38,2873.7,68679.0,1647953.0,249976160.0
코스피 소형주,2349.96,15.99,0.69,2339.23,2353.11,2339.23,600985.0,1915017.0,90449103.0
코스피 200 비중상한 30%,372.28,9.56,2.64,369.32,373.16,368.25,146409.0,10110597.0,1957421515.0
코스피 200 비중상한 25%,367.43,9.38,2.62,364.37,368.37,363.54,146409.0,10110597.0,1957421515.0
코스피 200 비중상한 20%,355.79,9.04,2.61,352.69,356.75,351.99,146409.0,10110597.0,1957421515.0
코스피 200 TOP 10,1373.26,26.91,2.0,1369.81,1381.34,1363.93,57503.0,6300592.0,981027301.0
