지수명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
코스피 (외국주포함),,,,,,,513929.0,10357274.0,2180036321.0
코스피,2677.17,-41.59,-1.53,2701.91,2705.59,2672.24,511381.0,10361864.0,2179000526.0
코스피 200,360.99,-5.69,-1.55,364.12,364.67,360.18,155336.0,7739943.0,1902544478.0
코스피 100,2737.58,-45.05,-1.62,2762.22,2766.05,2731.56,118153.0,6599586.0,1739709542.0
코스피 50,2521.06,-41.69,-1.63,2541.31,2545.02,2515.37,64786.0,5319131.0,1498145542.0
코스피 200 중소형주,1224.09,-5.96,-0.48,1229.49,1233.64,1220.45,37184.0,1140357.0,162834935.0
코스피 200 초대형제외 지수,262.1,-3.63,-1.37,264.28,264.96,261.42,138581.0,6514984.0,1467944308.0
코스피200제외 코스피지수,3331.55,-17.16,-0.51,3340.24,3346.58,3325.95,350578.0,2409896.0,202866624.0
코스피 200 커뮤니케이션서비스,1757.86,-20.18,-1.13,1772.88,1777.1,1750.32,4430.0,312168.0,110857875.0
코스피 200 건설,321.15,-9.53,-2.88,330.32,331.51,320.85,9839.0,422905.0,49649880.0
코스피 200 중공업,361.03,-1.4,-0.39,366.55,372.03,359.85,49557.0,1038140.0,70919032.0
코스피 200 철강/소재,852.87,-7.45,-0.87,856.79,860.04,849.71,1836.0,239867.0,59814842.0
코스피 200 에너지/화학,1340.86,-9.62,-0.71,1346.12,1351.37,1335.03,4912.0,467248.0,126961158.0
코스피 200 정보기술,3347.71,-56.09,-1.65,3365.26,3368.45,3324.15,26275.0,2455717.0,666719295.0
코스피 200 금융,840.71,-17.75,-2.07,846.07,855.47,836.61,27530.0,914846.0,214279135.0
코스피 200 생활소비재,803.15,0.95,0.12,802.12,807.05,798.18,5388.0,314372.0,80047040.0
코스피 200 경기소비재,1770.01,-15.24,-0.85,1784.34,1800.61,1766.03,7283.0,620798.0,178195272.0
코스피 200 산업재,636.75,-15.99,-2.45,651.73,653.02,634.65,15458.0,675282.0,210840024.0
코스피 200 헬스케어,1872.38,-29.54,-1.55,1904.42,1917.52,1870.3,2829.0,278600.0,134260924.0
음식료품,3355.04,27.78,0.83,3337.96,3364.22,3325.09,2850.0,90166.0,23597029.0
섬유의복,254.42,0.46,0.18,253.94,256.41,252.27,1449.0,9548.0,6068824.0
종이목재,298.94,-0.1,-0.03,299.14,299.32,297.54,1326.0,3851.0,2658952.0
화학,4588.55,-28.49,-0.62,4600.76,4612.8,4563.35,17451.0,905755.0,155093464.0
의약품,13902.87,-171.25,-1.22,14074.53,14239.84,13899.08,11395.0,297024.0,130603990.0
비금속광물,4100.34,-2.11,-0.05,4099.69,4110.37,4082.69,1982.0,13218.0,9134327.0
철강금속,5489.2,-43.95,-0.79,5509.44,5527.45,5468.36,36416.0,369157.0,66520252.0
기계,1281.12,-22.24,-1.71,1302.88,1307.12,1278.61,54199.0,732708.0,50441739.0
전기전자,27074.47,-525.18,-1.9,27279.97,27282.41,26973.32,58813.0,3137501.0,848789625.0
의료정밀,1742.61,9.56,0.55,1721.12,1768.65,1719.57,2254.0,50554.0,4747523.0
운수장비,2589.85,-31.38,-1.2,2630.32,2654.86,2585.02,48543.0,1203453.0,198676211.0
유통업,385.28,-18.38,-4.55,401.12,402.36,383.75,80198.0,653664.0,73089989.0
전기가스업,786.43,3.41,0.44,780.71,793.32,778.99,2858.0,71324.0,20734130.0
건설업,71.73,0.62,0.87,71.4,72.08,70.95,82456.0,267089.0,14239242.0
운수창고업,1565.5,-43.44,-2.7,1613.25,1617.74,1562.29,11477.0,133584.0,41505999.0
통신업,401.25,-4.57,-1.13,405.62,406.1,400.59,2503.0,53413.0,26157941.0
금융업,464.05,-6.43,-1.37,466.38,471.92,462.91,59544.0,1687006.0,327297364.0
증권,2136.75,-29.67,-1.37,2146.67,2180.16,2131.45,12344.0,96288.0,23993903.0
보험,21096.8,-373.84,-1.74,21402.95,22010.96,21005.86,9965.0,205128.0,53667267.0
서비스업,1100.82,-11.78,-1.06,1109.67,1111.76,1097.85,30571.0,638035.0,163525661.0
제조업,6993.51,-105.52,-1.49,7052.6,7056.62,6976.25,239027.0,6838115.0,1511339366.0
코스피 대형주,2679.14,-48.58,-1.78,2707.73,2711.17,2673.88,122503.0,7002805.0,1766568937.0
코스피 중형주,2851.78,-6.96,-0.24,2857.13,2866.1,2836.99,144839.0,1839644.0,246470215.0
코스피 소형주,2316.68,-3.44,-0.15,2321.49,2323.01,2307.73,237860.0,1095059.0,89174567.0
코스피 200 비중상한 30%,360.61,-5.67,-1.55,363.74,364.27,359.81,155336.0,7739943.0,1902544478.0
코스피 200 비중상한 25%,357.16,-5.5,-1.52,360.23,360.83,356.35,155336.0,7739943.0,1902544478.0
코스피 200 비중상한 20%,347.04,-5.23,-1.48,350.01,350.65,346.24,155336.0,7739943.0,1902544478.0
코스피 200 TOP 10,1353.57,-24.35,-1.77,1366.98,1371.04,1349.49,24834.0,3021517.0,935475549.0
